image_name,cell_convexity,cell_compactness,cell_elongation,cell_eccentricity,cell_roundness,cell_solidity,cell_area,cell_perimeter,cell_red_mean,cell_red_variance,cell_red_skewness,cell_red_kurtosis,cell_red_entropy,cell_green_mean,cell_green_variance,cell_green_skewness,cell_green_kurtosis,cell_green_entropy,cell_blue_mean,cell_blue_variance,cell_blue_skewness,cell_blue_kurtosis,cell_blue_entropy,cell_contrast_0deg,cell_dissimilarity_0deg,cell_homogeneity_0deg,cell_energy_0deg,cell_correlation_0deg,cell_contrast_45deg,cell_dissimilarity_45deg,cell_homogeneity_45deg,cell_energy_45deg,cell_correlation_45deg,cell_contrast_90deg,cell_dissimilarity_90deg,cell_homogeneity_90deg,cell_energy_90deg,cell_correlation_90deg,cell_contrast_135deg,cell_dissimilarity_135deg,cell_homogeneity_135deg,cell_energy_135deg,cell_correlation_135deg,cell_fractal_dimension,nucleus_convexity,nucleus_compactness,nucleus_elongation,nucleus_eccentricity,nucleus_roundness,nucleus_solidity,nucleus_area,nucleus_perimeter,nucleus_red_mean,nucleus_red_variance,nucleus_red_skewness,nucleus_red_kurtosis,nucleus_red_entropy,nucleus_green_mean,nucleus_green_variance,nucleus_green_skewness,nucleus_green_kurtosis,nucleus_green_entropy,nucleus_blue_mean,nucleus_blue_variance,nucleus_blue_skewness,nucleus_blue_kurtosis,nucleus_blue_entropy,nucleus_contrast_0deg,nucleus_dissimilarity_0deg,nucleus_homogeneity_0deg,nucleus_energy_0deg,nucleus_correlation_0deg,nucleus_contrast_45deg,nucleus_dissimilarity_45deg,nucleus_homogeneity_45deg,nucleus_energy_45deg,nucleus_correlation_45deg,nucleus_contrast_90deg,nucleus_dissimilarity_90deg,nucleus_homogeneity_90deg,nucleus_energy_90deg,nucleus_correlation_90deg,nucleus_contrast_135deg,nucleus_dissimilarity_135deg,nucleus_homogeneity_135deg,nucleus_energy_135deg,nucleus_correlation_135deg,nucleus_fractal_dimension,cytoplasm_convexity,cytoplasm_compactness,cytoplasm_elongation,cytoplasm_eccentricity,cytoplasm_roundness,cytoplasm_solidity,cytoplasm_area,cytoplasm_perimeter,cytoplasm_red_mean,cytoplasm_red_variance,cytoplasm_red_skewness,cytoplasm_red_kurtosis,cytoplasm_red_entropy,cytoplasm_green_mean,cytoplasm_green_variance,cytoplasm_green_skewness,cytoplasm_green_kurtosis,cytoplasm_green_entropy,cytoplasm_blue_mean,cytoplasm_blue_variance,cytoplasm_blue_skewness,cytoplasm_blue_kurtosis,cytoplasm_blue_entropy,cytoplasm_contrast_0deg,cytoplasm_dissimilarity_0deg,cytoplasm_homogeneity_0deg,cytoplasm_energy_0deg,cytoplasm_correlation_0deg,cytoplasm_contrast_45deg,cytoplasm_dissimilarity_45deg,cytoplasm_homogeneity_45deg,cytoplasm_energy_45deg,cytoplasm_correlation_45deg,cytoplasm_contrast_90deg,cytoplasm_dissimilarity_90deg,cytoplasm_homogeneity_90deg,cytoplasm_energy_90deg,cytoplasm_correlation_90deg,cytoplasm_contrast_135deg,cytoplasm_dissimilarity_135deg,cytoplasm_homogeneity_135deg,cytoplasm_energy_135deg,cytoplasm_correlation_135deg,cytoplasm_fractal_dimension
BAS_00011,1.0458632414053646,0.65214993475349,1.0805729162074318,0.37890639363887546,0.9205231050866534,0.9561479554977604,13235.0,505.00209204105306,44.29285984132981,447.61396866301516,1.0518770112190825,0.7695305109374755,6.221813539912582,17.358292406497924,234.29474706523513,1.8104818794783284,3.4044466810447114,5.33572308965928,107.45334340763128,422.98057722358993,0.2726201372941784,-0.2062260659221944,6.3786372814797145,4.143168771526984,0.7884041331802542,0.7433584598776397,0.27229154244862014,0.9222169465268097,6.545817424505355,1.1388985306027979,0.6729412792490881,0.2558520694328945,0.8766000127722591,4.7201263278782735,0.8408268733850136,0.739125976185382,0.2712577608592368,0.9113510031191192,6.071907902348711,1.0920398009950238,0.6798647301313702,0.2581051452394878,0.885534027455025,1.8262800407601072,1.0440142176510625,0.6632885874263936,1.0774054043663883,0.3721920742996282,0.9233438718052344,0.9578413618254256,13223.0,500.5168106668145,44.31702336837329,449.26817197608557,1.049448398613635,0.7524011141421827,6.223509776362218,17.350525599334492,234.7220989069867,1.8135982823677104,3.4057161000152156,5.334867785365357,107.47833320729033,424.2566393756249,0.27179667454110445,-0.21507777184207244,6.380557247321619,4.026547137073448,0.7831694621168303,0.7424761818769434,0.2687188266326098,0.9243136752916704,6.656466748266007,1.148743952905519,0.6708185045186286,0.25193248458750156,0.8743315630859232,4.744186046511601,0.8443827374754102,0.7375539016515386,0.2676437722085081,0.9107725319412883,5.9735967826543135,1.0881272949816414,0.6785678902762412,0.2544468620015672,0.887223567874551,1.8257983511414453,421.75,61.9119403927839,2.879279359569252,0.9377506974063603,0.0004968238501181554,0.0023710729104919974,24.0,2.2071067811865475,50.125,42.442708333333336,-0.02275888290932268,-0.4310713994917439,3.938721875540867,38.708333333333336,11.289930555555555,0.18088532422973294,-1.1005346093591368,3.4072682296173897,109.75,40.770833333333336,0.5150912278547931,-1.1013003384728746,3.4906015629507228,0.5024463383838383,0.04158775252525252,0.9965524177728043,0.9965285807919594,-0.0017240876371061376,0.4192185007974482,0.03468899521531101,0.9970696718767484,0.996890475237123,0.12630762804054937,0.4406806489908982,0.036406806489908974,0.9969343933628719,0.9966765161930162,0.15252640241846202,0.4806220095693782,0.03995215311004786,0.9966746623064691,0.9966514801855015,-0.001663291953511321,0.3955867186957125
BAS_00144,2.0445970391700814,0.09460034832278327,1.285226096493775,0.6281736011567685,0.28796593764497985,0.4890939294355567,27087.0,1896.876333808248,235.58721896112527,95.70198601559203,-2.6095149053452036,16.06495556465339,5.029810100493111,229.67630228522907,126.24557235710448,-2.8764784544926405,22.848786340446356,5.2161237864891055,253.16646361723335,6.992077954365371,-6.958214460399879,115.94009585346289,2.618224634184908,42.988417670682544,0.9957429718875469,0.8869267070101405,0.5710453320690771,0.9735083624122665,60.78322930275322,1.3818648086321244,0.8550727342924741,0.5656070802164938,0.9625565424044407,44.89076305220867,1.0416706827309177,0.8814307041256275,0.5689739070593696,0.9723656546051507,61.29605974097202,1.3960258705504813,0.8529153130005132,0.565360420656671,0.9622409895185554,1.8982763246864776,1.0685094249960398,0.542631377262974,1.0265880876995366,0.22611536449482444,0.9666790823923024,0.9358831813801793,12626.0,540.7361107568208,95.99350546491367,929.6132953784352,0.7698516360456805,-0.01854410131038664,6.815955658362693,39.5373039759227,557.2063147336719,1.3704472893470216,1.5085913028939828,6.217887470871363,200.98297164581024,620.6392633378623,0.00094247126477074,-0.1664581611049778,6.617806089472029,16.223188920454593,1.2041311553030347,0.704533307818472,0.2618024289779186,0.9100706120806913,22.972679551419677,1.6506800286327827,0.6387343783845453,0.2503455513658539,0.8715959729976661,17.697649635900788,1.2562311290036146,0.7020778498797579,0.2611220967399147,0.9018389884981926,23.11393462180851,1.6984013361966057,0.6279476368455743,0.24873211262803863,0.8708064386365633,1.8017382126072443,2.0445970391700814,0.09460034832278327,1.285226096493775,0.6281736011567685,0.28796593764497985,0.4890939294355567,27087.0,1896.876333808248,235.58721896112527,95.70198601559203,-2.6095149053452036,16.06495556465339,5.029810100493111,229.67630228522907,126.24557235710448,-2.8764784544926405,22.848786340446356,5.2161237864891055,253.16646361723335,6.992077954365371,-6.958214460399879,115.94009585346289,2.618224634184908,42.988417670682544,0.9957429718875469,0.8869267070101405,0.5710453320690771,0.9735083624122665,60.78322930275322,1.3818648086321244,0.8550727342924741,0.5656070802164938,0.9625565424044407,44.89076305220867,1.0416706827309177,0.8814307041256275,0.5689739070593696,0.9723656546051507,61.29605974097202,1.3960258705504813,0.8529153130005132,0.565360420656671,0.9622409895185554,1.8982763246864776
BAS_00116,2.4826909024479358,0.051749258695167714,1.2985242570508906,0.6379171703501794,0.23418943049228935,0.4027887640036055,21896.0,2305.872329194891,128.3207891852393,151.2678469475191,-0.23181193568398958,-0.847559423013355,5.580465367915439,128.76023017902813,244.12217795213272,-0.031099050212569444,-1.184272897733299,5.808606254257421,156.03644501278774,181.63522638289166,-1.5914123395141295,2.1754344161377546,5.194419271259847,13.68261847389557,0.673204819277108,0.8961628308747609,0.6446077752277972,0.971227909052092,21.592683988967956,1.0266608603087046,0.8579506051779128,0.6385342293391297,0.9546374825171612,16.017879518072284,0.7844979919678703,0.8835355014325916,0.6413699500664025,0.9663738195250151,21.07845034757504,0.9973871389171138,0.8626192178913901,0.638894159281162,0.9557178568397592,1.8495831239740783,1.1697380106571935,0.36977564964377874,1.1495283055448464,0.49318927130922374,0.7906843543146539,0.8548922843314036,9008.0,553.286363288515,51.538299289520424,316.01141060669573,0.9936522580981766,0.020849079655334002,5.806222250251754,20.280861456483127,173.93998895593887,1.302843943501178,0.7210694870933767,5.105923255310752,125.68539076376554,192.23294820431965,0.5460763215151775,-0.3535149617024853,5.73249845895091,7.94156226971262,0.7616064848931492,0.8231242184853823,0.3650246536464234,0.8676203586460848,10.229705619982166,0.9806720190306283,0.776220403776386,0.3520645274101563,0.828704522849771,7.883163791832522,0.7398643667993512,0.8258498923827412,0.36588768162755164,0.8685179935401011,11.404698186143325,1.0792447219744292,0.7652209916740936,0.34883052882351984,0.8090293806955922,1.7619194236698683,2.4826909024479358,0.051749258695167714,1.2985242570508906,0.6379171703501794,0.23418943049228935,0.4027887640036055,21896.0,2305.872329194891,128.3207891852393,151.2678469475191,-0.23181193568398958,-0.847559423013355,5.580465367915439,128.76023017902813,244.12217795213272,-0.031099050212569444,-1.184272897733299,5.808606254257421,156.03644501278774,181.63522638289166,-1.5914123395141295,2.1754344161377546,5.194419271259847,13.68261847389557,0.673204819277108,0.8961628308747609,0.6446077752277972,0.971227909052092,21.592683988967956,1.0266608603087046,0.8579506051779128,0.6385342293391297,0.9546374825171612,16.017879518072284,0.7844979919678703,0.8835355014325916,0.6413699500664025,0.9663738195250151,21.07845034757504,0.9973871389171138,0.8626192178913901,0.638894159281162,0.9557178568397592,1.8495831239740783
BAS_00065,1.4881741550045011,0.2151626441601575,1.7107758003597318,0.8113720033347043,0.448758009932573,0.6719643642762868,12219.0,844.7716446627534,157.26270562239137,15.2453322654983,-2.2058583756072423,27.509926316380486,3.8339626352241356,161.92953596857353,15.151021398554857,-6.027786408637297,85.54889606422772,3.5877919279046795,161.15377690482038,12.573537375877118,-0.007313882448734357,1.23189968849666,3.853204470790124,19.31150132444675,0.7008886610270882,0.8900313917388811,0.5310267264748255,0.9749107400895076,30.28575731497415,1.0443631669535278,0.85525388161885,0.5204419366386838,0.9606503003474955,24.333746792130032,0.8396492728828057,0.8816643612933146,0.5276895123964687,0.9683838692628919,30.446901893287425,1.0439759036144574,0.8562358782908147,0.520620634658689,0.9604410805342685,1.8181185134720985,1.1281003382187147,0.5839372216116286,1.566631837303715,0.7697777018424179,0.5893384233441964,0.8864459712679575,7096.0,390.7766952966369,59.11837655016911,353.60295429789426,1.8667341384225047,5.1253763417743095,5.9287635095579025,26.341459977452086,387.393410720777,2.5119445898025248,7.971774532828039,5.551930640644892,134.65248027057498,142.5004250771192,1.037557434017285,1.2488394144011483,5.473982603275977,9.572194944535338,0.9024368066921243,0.781994418646801,0.37112748490075104,0.8892551133868728,12.883345561261843,1.2112986060161381,0.7266323079649731,0.35884200131635763,0.8500522145066877,9.900816696914724,0.9048094373865719,0.7828434764139811,0.3728764300129241,0.8854100487212961,14.18195157740273,1.2885179750550266,0.7228659243691274,0.35796018485005976,0.8349378876090141,1.754365899981146,1.4881741550045011,0.2151626441601575,1.7107758003597318,0.8113720033347043,0.448758009932573,0.6719643642762868,12219.0,844.7716446627534,157.26270562239137,15.2453322654983,-2.2058583756072423,27.509926316380486,3.8339626352241356,161.92953596857353,15.151021398554857,-6.027786408637297,85.54889606422772,3.5877919279046795,161.15377690482038,12.573537375877118,-0.007313882448734357,1.23189968849666,3.853204470790124,19.31150132444675,0.7008886610270882,0.8900313917388811,0.5310267264748255,0.9749107400895076,30.28575731497415,1.0443631669535278,0.85525388161885,0.5204419366386838,0.9606503003474955,24.333746792130032,0.8396492728828057,0.8816643612933146,0.5276895123964687,0.9683838692628919,30.446901893287425,1.0439759036144574,0.8562358782908147,0.520620634658689,0.9604410805342685,1.8181185134720985
BAS_00010,1.7462827472268114,0.10235399550488095,2.1751975387693117,0.8880595891140134,0.30031026361158825,0.5726449520205433,8474.0,1019.9919907732864,222.72055699787586,12.709733180430735,-0.19041551830720382,0.34628707687920945,3.873266184923626,229.42943120132168,11.540276122066365,-0.300819521062227,1.9497421049824393,3.7726646231741,212.18102430965305,12.951889156123698,-0.06662127981607917,0.2721728860388959,3.8899245926851846,76.56511334464602,1.5501022494887517,0.8995603819509018,0.6377630640469123,0.9460252120665384,103.02147239263803,2.0705521472392654,0.8732480375784512,0.6303013521973754,0.9274440699880074,83.034756097561,1.6710801393728234,0.8959979369168874,0.6363612710516184,0.9414698965130273,109.51919368974595,2.191060473269063,0.8693241428910402,0.6289660957625177,0.9228678568867855,1.8149564961248068,1.3363351071087461,0.3503298184574306,1.7358734299036345,0.8173941143470367,0.3975585479671065,0.7483152950786196,7329.0,512.7300141024109,73.17382999044891,449.95695737374376,0.5739567360886342,0.4931387418963795,6.38054841075932,28.957565834356664,260.31870691424274,1.5266394811991484,3.333093648175425,5.747971991321218,152.1425842543321,291.00040925831934,-0.09246153991887751,0.2792086038667785,6.098209718741576,13.737974877450982,1.0570618872549018,0.7708969607530917,0.43498741036033156,0.8742732358684182,18.875077399380814,1.414705882352937,0.7262474199990234,0.42339995806546254,0.8264760837743185,13.31379177871692,0.9804840568574736,0.7928937840627646,0.4350188683150187,0.8778288287905466,17.249845201238347,1.3343653250773964,0.7301428549484705,0.4257032260952629,0.8414173022832812,1.655846416583563,1.7462827472268114,0.10235399550488095,2.1751975387693117,0.8880595891140134,0.30031026361158825,0.5726449520205433,8474.0,1019.9919907732864,222.72055699787586,12.709733180430735,-0.19041551830720382,0.34628707687920945,3.873266184923626,229.42943120132168,11.540276122066365,-0.300819521062227,1.9497421049824393,3.7726646231741,212.18102430965305,12.951889156123698,-0.06662127981607917,0.2721728860388959,3.8899245926851846,76.56511334464602,1.5501022494887517,0.8995603819509018,0.6377630640469123,0.9460252120665384,103.02147239263803,2.0705521472392654,0.8732480375784512,0.6303013521973754,0.9274440699880074,83.034756097561,1.6710801393728234,0.8959979369168874,0.6363612710516184,0.9414698965130273,109.51919368974595,2.191060473269063,0.8693241428910402,0.6289660957625177,0.9228678568867855,1.8149564961248068
BAS_00128,1.334417880888386,0.13170025667432228,1.3076851066610355,0.64437448204722,0.6558606160012299,0.7493904378246581,21207.0,1422.4966081312812,101.84726741170368,2951.459626498162,-0.3480863293408447,-1.7072439535911987,6.373824799230523,89.28485877304664,4545.901078330364,-0.29305243557770905,-1.841963735139727,5.841277474106113,135.78285471778187,751.9480853480164,-0.5643570996435897,-0.9563370625238923,6.302764051992131,14.874459749778813,0.7718943510678627,0.8527026412558978,0.46618170882190435,0.9707508062506496,23.76148373983743,1.1610772357723655,0.8056834296195698,0.4576313762979023,0.9532851824215944,17.12494943365685,0.863218042071193,0.8450774790117187,0.46505918958940257,0.9662784937622512,22.897205284552886,1.1282520325203327,0.8075164792192742,0.45761314447764667,0.9549848076979932,1.9048698259052441,1.0277051751176163,0.7994611567478225,1.386713260341162,0.6928001716923518,0.7177687797982764,0.9730417090539166,9565.0,387.747258045114,42.468792472556196,323.93496440701074,1.0575709202463854,1.1914510103452836,6.043926175090008,13.108834291688447,130.88632550991662,2.1755309828070617,5.532530390191507,4.963194788344009,109.65509670674334,346.9368702598584,0.30301448063492825,0.37303015830649233,6.238501187912513,5.103853383458647,0.6854636591478703,0.7890311511713194,0.2924548771911406,0.8705460297857963,7.723070834982186,1.019944598337949,0.7158149098973395,0.2739249791729415,0.8017016506707851,6.38106834249804,0.8205027494108413,0.7676319857120396,0.2868710414320664,0.8375604436980018,7.496398891966759,1.016778789077958,0.7132919513372546,0.27292606236553596,0.8075217024480651,1.7348092061427463,2.1240039030736706,0.14136962926653002,1.102857454026978,0.42169982365553516,0.4587613136025331,0.4708089276827074,12298.0,1045.5483399593904,146.8113514392584,114.67216907945027,-1.0675360444505526,0.5600478603273884,5.073326553799735,146.01032688241992,132.58380943941555,-1.3407226981880285,2.562288806743279,5.013062164732267,156.29996747438608,88.45002601943322,-0.8257980943043662,1.4943324531689486,5.009722675096441,14.105295084038914,0.5995703273094909,0.9116910175259461,0.688251811315123,0.9747548094995294,22.93678861788619,0.9142784552845561,0.8859606502406602,0.683016101822541,0.9589847780976047,16.47866100323619,0.6731897249190928,0.9091548988043875,0.6879130756561158,0.9704596527751458,21.629725609756125,0.8696646341463445,0.8883815977153505,0.6836555051104766,0.9613225892635775,1.7958118621622003
BAS_00085,1.3095536086775135,0.4001663984528713,1.3560671999316865,0.6754272991121588,0.5416444224353812,0.7636189869385155,7191.0,475.20310216782974,48.711166736198024,172.36672136157463,0.720148765510715,0.6212086850490239,5.679349042145495,19.41176470588235,107.58277912750415,1.4456402128357482,2.4368777840466986,5.098119887546495,126.00570157140871,125.57846839599112,0.4241518977363578,0.645540248715752,5.491150818049824,5.577016922471484,0.7319952774498241,0.8050685800878646,0.4391513702974578,0.8937099991702393,7.90896825396824,1.0143650793650774,0.7524298023285451,0.4271972568038213,0.8489264037038632,5.526336477987413,0.7080974842767285,0.8108652304976295,0.44105331520482854,0.8946785901549265,7.363253968253956,0.9464285714285698,0.7630707958434968,0.42878985468522635,0.8593503954364994,1.6578552806668552,1.3069238240599417,0.40204737278212727,1.3579151864441068,0.6765213509795031,0.5417268559428331,0.7651555366811763,7207.0,474.6173157302028,48.77868738726239,174.04884228981314,0.7215827085446609,0.6022619640826998,5.685484150562272,19.484528930206743,109.70973012012183,1.446937372711522,2.3843435424021804,5.106267323790188,126.04662134036353,125.99671641870928,0.4204089121352934,0.6276518053530822,5.494262493907229,5.698386462022842,0.739079102715468,0.8040588058795084,0.43793974716447887,0.8919491463184542,8.043730158730147,1.022301587301586,0.7515753575325933,0.4261204163396375,0.8471131106015808,5.626336477987413,0.7140723270440242,0.809863809190225,0.43991980564205896,0.8933048347337023,7.438015873015867,0.9507142857142851,0.7623902227317434,0.4276389657573472,0.8586259002128195,1.6587470133845206,5.0,0.0,450179945.39036536,1.0,0.014147106052612915,0.2,2.0,0.0,60.0,4.0,0.0,-2.0,1.0,42.0,1.0,0.0,-2.0,1.0,120.5,2.25,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21771498754865098
BAS_00145,1.345502218636547,0.30049898685321946,1.128784603271722,0.4638598203770084,0.7810097976810554,0.7432169090091441,9916.0,643.9493141924171,206.0763412666398,101.37829867498525,-1.0618678474034333,0.9862308898785406,5.144562381046667,204.6183945139169,221.09983913278154,-1.0327788592606575,1.018543952634828,5.63479432645588,207.5043364259782,27.348206286172143,-0.4614298125399458,3.6685517853206253,4.3437783252732505,44.78983172216256,1.3441938178780277,0.8103469817473042,0.4175289912817681,0.9635604804057605,58.33249158249164,1.7282347282347286,0.7700815659912612,0.40997141795236547,0.9524886436886326,41.09341445955619,1.2371748985922209,0.8218244707602173,0.4214809124122429,0.9666377049122937,61.50637325637322,1.7886002886002872,0.7718382699792281,0.4096351829562341,0.9499035419896168,1.7786832407176707,1.0301635180187332,0.7995923384932048,1.0793593101003802,0.37635498300290837,0.9227305061705353,0.9707196794575436,6299.0,314.63455967290594,45.51516113668836,1261.8452614877672,1.2458762668038978,0.533653280035177,6.496056176491215,16.706778853786314,370.3529799242647,2.054393280900151,3.6588802868391834,4.969321077254712,107.64883314811875,1475.6582344695412,0.7500606105744776,-0.5143665619534339,6.985358733672629,14.652370478983247,1.1076490713587381,0.7576527396457917,0.2865752508371834,0.8305195802128055,19.0379433938944,1.5001853911753813,0.6926750651012178,0.2693351187757136,0.7785950438919123,15.149058449498655,1.1358522866226437,0.7551665327783488,0.28625841994331164,0.8248950055143806,20.356692621431158,1.5350389321468307,0.696629613627964,0.27000838485232376,0.763258428544373,1.7140541021246751,1.345502218636547,0.30049898685321946,1.128784603271722,0.4638598203770084,0.7810097976810554,0.7432169090091441,9916.0,643.9493141924171,206.0763412666398,101.37829867498525,-1.0618678474034333,0.9862308898785406,5.144562381046667,204.6183945139169,221.09983913278154,-1.0327788592606575,1.018543952634828,5.63479432645588,207.5043364259782,27.348206286172143,-0.4614298125399458,3.6685517853206253,4.3437783252732505,44.78983172216256,1.3441938178780277,0.8103469817473042,0.4175289912817681,0.9635604804057605,58.33249158249164,1.7282347282347286,0.7700815659912612,0.40997141795236547,0.9524886436886326,41.09341445955619,1.2371748985922209,0.8218244707602173,0.4214809124122429,0.9666377049122937,61.50637325637322,1.7886002886002872,0.7718382699792281,0.4096351829562341,0.9499035419896168,1.7786832407176707
BAS_00009,1.247457902871553,0.42521104513065555,1.5153432589478442,0.7513389582764197,0.5383884252984441,0.8016302575806977,12293.0,602.7422074112307,81.1870170015456,290.48344976111986,1.1068520807618392,2.875418025087015,6.014354704855133,36.71561051004637,366.349123431475,2.552392561530449,10.380937686668528,5.867475692861838,139.742617749939,121.03503152695085,0.4545680011535602,0.8055108832173898,5.474497027754637,7.947604504676463,0.8651460202328684,0.7735887977446458,0.41451079336144453,0.9377168472424414,9.790034562212007,1.0625960061443922,0.7333928009416723,0.40748932342100175,0.9231824150671674,6.518285714285722,0.7176190476190475,0.7998766638608265,0.4182878298693137,0.9489318888444992,10.121543778801897,1.110503072196621,0.7251422841819154,0.4060991647572695,0.9205812253328943,1.8372391308899552,1.251730959446093,0.43001443142634205,1.517886991374628,0.7523088645185776,0.5343648343228203,0.798893717898064,12132.0,595.4284989122459,81.02151335311572,290.5922671459641,1.1308765315759526,2.958739936466511,6.010431683019793,36.388064622485985,362.4900256971099,2.6445142744657613,10.975321847419435,5.843274045909515,139.78140454995054,120.76164563686687,0.45962865603538244,0.8160212374175151,5.472425466309099,7.1955574912891995,0.8298974061169192,0.7767845630966173,0.414702864500652,0.9431926442061968,9.025509955698313,1.0266783506158284,0.7362942371741309,0.4075445871199287,0.9286711676982862,6.076105852810508,0.6985706007340166,0.8018182484510098,0.41804761019538705,0.9520440565454096,9.44126381383567,1.0787692906869069,0.7275910161983757,0.40603480373214806,0.9253854544952189,1.8315999852328986,92.4472049689441,1.3464516428062236,1.5083559876613646,0.748642892728003,0.004952697561037028,0.01081698468153722,161.0,38.7634559672906,93.6583850931677,124.68454149145481,0.3935540425717269,-0.06934418146136734,5.224942130927204,61.39751552795031,39.86682612553528,0.38866670690085503,-0.19937682148527403,4.521006546284268,136.8198757763975,132.97997762432004,0.2515652610444899,0.028941228516298434,5.209443877855218,5.222064648638075,0.2676903516064356,0.9860033332530702,0.985434642609127,0.08749720430263895,5.318821330184968,0.2724813065722158,0.9857432761439491,0.9854463819816028,0.05515692348649227,4.576941842310694,0.2327771272443403,0.9876198779837448,0.9863931058534138,0.20094461663836913,5.233421881149157,0.2692345533254625,0.9858909390777859,0.9854956570966155,0.07032740452928181,0.9002701744439487
BAS_00103,1.0639588452088453,0.47787451004730824,1.1037900032874424,0.42334311391496166,0.8920600232138494,0.9398859782059609,13024.0,585.2213921310594,72.00238022113022,646.2072271355302,1.0588304904334847,0.868880226506997,6.504098165515611,24.97504606879607,277.8759897091799,1.590069751330147,2.1816980966512896,5.563213673501836,161.42590601965603,495.47316487323155,0.3606649927070532,-0.03961328535365194,6.474365971416567,10.092913296114856,0.9318104135809498,0.759103017487345,0.28155205757014623,0.8983795114441536,15.11220800091832,1.3975779142512788,0.6773202999712405,0.2646815813328147,0.8467625640150209,11.458589655958082,1.04289131920711,0.7415789113686159,0.2776501169584577,0.8846260423038268,14.343339264190975,1.2996613671583521,0.6944286092698003,0.266711842498761,0.8545588750383974,1.7631397249154486,1.062788906009245,0.4827788933143443,1.1049526004877328,0.42537710769997344,0.8910776636127519,0.9409206234142805,12980.0,581.2569260369921,71.88744221879816,644.05073598472,1.0708319443010839,0.9110713226286467,6.500109752091739,24.847380585516177,274.02424198304374,1.6136230335061803,2.3128667192771317,5.555051712272905,161.36926040061633,496.3643401309588,0.3697858266305314,-0.02695847280247321,6.474516637746522,9.893990701945688,0.9261895196005271,0.7590180257212247,0.27922824308891286,0.8994991023560028,14.694078186444617,1.37878787878788,0.6775917200024624,0.26269687731529595,0.8497429664181777,11.177628558310383,1.0293273645546386,0.7421635686185224,0.27569340985059565,0.8865184029088844,13.783021050196627,1.2750404811473537,0.6951502781562884,0.2648133680351503,0.8590591508687573,1.7617781694190462,241.53846153846155,9.229669422074858,1.1106435130178005,0.43510666666178305,0.0021378311197161543,0.004140127388535032,52.0,8.414213562373096,108.5576923076923,182.0159023668639,0.07137894469730902,-0.8988065952931703,4.810734669939354,65.11538461538461,26.678994082840237,-0.17504290700174155,-0.6906911390990431,4.029404083726071,183.6153846153846,128.54437869822488,-0.18062132916208473,-0.8758253092707129,4.556517728614862,2.6281249999999994,0.11737499999999994,0.9946045088982648,0.9941886973887928,0.15744152801996325,2.6875590551181094,0.11987401574803144,0.9945117236677141,0.9943950066381354,0.0694902766529892,2.8399575053118356,0.12679665041869767,0.9942623872024228,0.9941896337135461,0.031153278754528578,2.896692913385826,0.12982677165354325,0.9941538858243019,0.9941432100947246,-0.002917839636992677,0.5536943947208579
